ReagentID	Gene1	Gene2	Gene1_ensembl	Gene2_ensembl	preferredName_A	preferredName_B	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
KRT10_KRT17_2	KRT17	KRT10	ENSG00000128422	ENSG00000186395	KRT17	KRT10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX18_SNX33_1	SNX18	SNX33	ENSG00000178996	ENSG00000173548	SNX18	SNX33	0.923	0.0	0.0	0.067	0.06	0.184	0.9	0.1
SNX18_SNX33_2	SNX33	SNX18	ENSG00000173548	ENSG00000178996	SNX33	SNX18	0.923	0.0	0.0	0.067	0.06	0.184	0.9	0.1
OSBPL1A_OSBPL2_1	OSBPL1A	OSBPL2	ENSG00000141447	ENSG00000130703	OSBPL1A	OSBPL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSBPL1A_OSBPL2_2	OSBPL2	OSBPL1A	ENSG00000130703	ENSG00000141447	OSBPL2	OSBPL1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCAN1_RCAN3_1	RCAN1	RCAN3	ENSG00000159200	ENSG00000117602	RCAN1	RCAN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCAN1_RCAN3_2	RCAN3	RCAN1	ENSG00000117602	ENSG00000159200	RCAN3	RCAN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC7A_TTC7B_1	TTC7A	TTC7B	ENSG00000068724	ENSG00000165914	TTC7A	TTC7B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC7A_TTC7B_2	TTC7B	TTC7A	ENSG00000165914	ENSG00000068724	TTC7B	TTC7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABLIM1_ABLIM3_1	ABLIM1	ABLIM3	ENSG00000099204	ENSG00000173210	ABLIM1	ABLIM3	0.935	0.0	0.0	0.0	0.057	0.0	0.9	0.37
ABLIM1_ABLIM3_2	ABLIM3	ABLIM1	ENSG00000173210	ENSG00000099204	ABLIM3	ABLIM1	0.935	0.0	0.0	0.0	0.057	0.0	0.9	0.37
PPIC_PPIH_1	PPIC	PPIH	ENSG00000168938	ENSG00000171960	PPIC	PPIH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPIC_PPIH_2	PPIH	PPIC	ENSG00000171960	ENSG00000168938	PPIH	PPIC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MXD1_MXD4_1	MXD1	MXD4	ENSG00000059728	ENSG00000123933	MXD1	MXD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MXD1_MXD4_2	MXD4	MXD1	ENSG00000123933	ENSG00000059728	MXD4	MXD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAP1_ACAP3_1	ACAP1	ACAP3	ENSG00000072818	ENSG00000131584	ACAP1	ACAP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACAP1_ACAP3_2	ACAP3	ACAP1	ENSG00000131584	ENSG00000072818	ACAP3	ACAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NACC1_NACC2_1	NACC1	NACC2	ENSG00000160877	ENSG00000148411	NACC1	NACC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NACC1_NACC2_2	NACC2	NACC1	ENSG00000148411	ENSG00000160877	NACC2	NACC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF133_ZNF343_1	ZNF133	ZNF343	ENSG00000125846	ENSG00000088876	ZNF133	ZNF343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF133_ZNF343_2	ZNF343	ZNF133	ENSG00000088876	ENSG00000125846	ZNF343	ZNF133	0.464	0.0	0.0	0.061	0.439	0.0	0.0	0.065
ZNF133_ZNF169_1	ZNF133	ZNF169	ENSG00000125846	ENSG00000175787	ZNF133	ZNF169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF133_ZNF169_2	ZNF169	ZNF133	ENSG00000175787	ENSG00000125846	ZNF169	ZNF133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB30_RAB43_1	RAB30	RAB43	ENSG00000137502	ENSG00000172780	RAB30	RAB43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB30_RAB43_2	RAB43	RAB30	ENSG00000172780	ENSG00000137502	RAB43	RAB30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA11_ANXA7_1	ANXA11	ANXA7	ENSG00000122359	ENSG00000138279	ANXA11	ANXA7	0.92	0.0	0.0	0.08	0.092	0.0	0.9	0.157
ANXA11_ANXA7_2	ANXA7	ANXA11	ENSG00000138279	ENSG00000122359	ANXA7	ANXA11	0.92	0.0	0.0	0.08	0.092	0.0	0.9	0.157
SLC9A3R1_SLC9A3R2_1	SLC9A3R1	SLC9A3R2	ENSG00000109062	ENSG00000065054	SLC9A3R1	SLC9A3R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A3R1_SLC9A3R2_2	SLC9A3R2	SLC9A3R1	ENSG00000065054	ENSG00000109062	SLC9A3R2	SLC9A3R1	0.901	0.0	0.0	0.061	0.042	0.469	0.0	0.818
LAMB1_LAMB2_1	LAMB1	LAMB2	ENSG00000091136	ENSG00000135862	LAMB1	LAMB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAMB1_LAMB2_2	LAMB2	LAMB1	ENSG00000135862	ENSG00000091136	LAMB2	LAMB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOOK2_HOOK3_1	HOOK2	HOOK3	ENSG00000095066	ENSG00000168172	HOOK2	HOOK3	0.945	0.0	0.0	0.069	0.0	0.42	0.9	0.102
HOOK2_HOOK3_2	HOOK3	HOOK2	ENSG00000168172	ENSG00000095066	HOOK3	HOOK2	0.945	0.0	0.0	0.069	0.0	0.42	0.9	0.102
CALM2_CETN2_1	CALM2	CETN2	ENSG00000143933	ENSG00000147400	CALM2	CETN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALM2_CETN2_2	CETN2	CALM2	ENSG00000147400	ENSG00000143933	CETN2	CALM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALM1_CETN2_1	CALM1	CETN2	ENSG00000160014	ENSG00000147400	CALM1	CETN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALM1_CETN2_2	CETN2	CALM1	ENSG00000147400	ENSG00000160014	CETN2	CALM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALM3_CETN2_1	CALM3	CETN2	ENSG00000160014	ENSG00000147400	CALM3	CETN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALM3_CETN2_2	CETN2	CALM3	ENSG00000147400	ENSG00000160014	CETN2	CALM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CASP3_CASP7_1	CASP3	CASP7	ENSG00000164305	ENSG00000165806	CASP3	CASP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CASP3_CASP7_2	CASP7	CASP3	ENSG00000165806	ENSG00000164305	CASP7	CASP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF10A_TNFRSF10B_1	TNFRSF10A	TNFRSF10B	ENSG00000104689	ENSG00000120889	TNFRSF10A	TNFRSF10B	0.998	0.0	0.0	0.078	0.084	0.765	0.9	0.919
TNFRSF10A_TNFRSF10B_2	TNFRSF10B	TNFRSF10A	ENSG00000120889	ENSG00000104689	TNFRSF10B	TNFRSF10A	0.998	0.0	0.0	0.078	0.084	0.765	0.9	0.919
R3HDM1_R3HDM2_1	R3HDM1	R3HDM2	ENSG00000048991	ENSG00000179912	R3HDM1	R3HDM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R3HDM1_R3HDM2_2	R3HDM2	R3HDM1	ENSG00000179912	ENSG00000048991	R3HDM2	R3HDM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB7A_RAB9A_1	RAB7A	RAB9A	ENSG00000075785	ENSG00000123595	RAB7A	RAB9A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB7A_RAB9A_2	RAB9A	RAB7A	ENSG00000123595	ENSG00000075785	RAB9A	RAB7A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSBPL3_OSBPL7_1	OSBPL3	OSBPL7	ENSG00000070882	ENSG00000006025	OSBPL3	OSBPL7	0.486	0.0	0.0	0.071	0.0	0.435	0.0	0.099
OSBPL3_OSBPL7_2	OSBPL7	OSBPL3	ENSG00000006025	ENSG00000070882	OSBPL7	OSBPL3	0.486	0.0	0.0	0.071	0.0	0.435	0.0	0.099
CUL7_CUL9_1	CUL7	CUL9	ENSG00000044090	ENSG00000112659	CUL7	CUL9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUL7_CUL9_2	CUL9	CUL7	ENSG00000112659	ENSG00000044090	CUL9	CUL7	0.966	0.0	0.0	0.067	0.325	0.832	0.5	0.462
SLC25A39_SLC25A40_1	SLC25A39	SLC25A40	ENSG00000013306	ENSG00000075303	SLC25A39	SLC25A40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A39_SLC25A40_2	SLC25A40	SLC25A39	ENSG00000075303	ENSG00000013306	SLC25A40	SLC25A39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF493_ZNF714_1	ZNF493	ZNF714	ENSG00000196268	ENSG00000160352	ZNF493	ZNF714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF493_ZNF714_2	ZNF714	ZNF493	ENSG00000160352	ENSG00000196268	ZNF714	ZNF493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APOBEC3F_APOBEC3G_1	APOBEC3F	APOBEC3G	ENSG00000128394	ENSG00000239713	APOBEC3F	APOBEC3G	0.933	0.0	0.0	0.073	0.633	0.292	0.72	0.166
APOBEC3F_APOBEC3G_2	APOBEC3G	APOBEC3F	ENSG00000239713	ENSG00000128394	APOBEC3G	APOBEC3F	0.933	0.0	0.0	0.073	0.633	0.292	0.72	0.166
LMNA_LMNB2_1	LMNA	LMNB2	ENSG00000160789	ENSG00000176619	LMNA	LMNB2	0.992	0.0	0.0	0.0	0.072	0.808	0.9	0.652
LMNA_LMNB2_2	LMNB2	LMNA	ENSG00000176619	ENSG00000160789	LMNB2	LMNA	0.992	0.0	0.0	0.0	0.072	0.808	0.9	0.652
HIP1_HIP1R_1	HIP1	HIP1R	ENSG00000127946	ENSG00000130787	HIP1	HIP1R	0.872	0.0	0.0	0.062	0.0	0.779	0.0	0.435
HIP1_HIP1R_2	HIP1R	HIP1	ENSG00000130787	ENSG00000127946	HIP1R	HIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PKN2_PKN3_1	PKN2	PKN3	ENSG00000065243	ENSG00000160447	PKN2	PKN3	0.906	0.0	0.0	0.066	0.0	0.0	0.9	0.077
PKN2_PKN3_2	PKN3	PKN2	ENSG00000160447	ENSG00000065243	PKN3	PKN2	0.906	0.0	0.0	0.066	0.0	0.0	0.9	0.077
GRB10_GRB7_1	GRB10	GRB7	ENSG00000106070	ENSG00000141738	GRB10	GRB7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRB10_GRB7_2	GRB7	GRB10	ENSG00000141738	ENSG00000106070	GRB7	GRB10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EML1_EML4_1	EML1	EML4	ENSG00000066629	ENSG00000143924	EML1	EML4	0.827	0.0	0.0	0.062	0.0	0.817	0.0	0.078
EML1_EML4_2	EML4	EML1	ENSG00000143924	ENSG00000066629	EML4	EML1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELMO2_ELMO3_1	ELMO2	ELMO3	ENSG00000062598	ENSG00000102890	ELMO2	ELMO3	0.978	0.0	0.0	0.066	0.0	0.776	0.9	0.085
ELMO2_ELMO3_2	ELMO3	ELMO2	ENSG00000102890	ENSG00000062598	ELMO3	ELMO2	0.978	0.0	0.0	0.066	0.0	0.776	0.9	0.085
FADS1_FADS3_1	FADS1	FADS3	ENSG00000149485	ENSG00000221968	FADS1	FADS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FADS1_FADS3_2	FADS3	FADS1	ENSG00000221968	ENSG00000149485	FADS3	FADS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPIB_PPIH_1	PPIB	PPIH	ENSG00000166794	ENSG00000171960	PPIB	PPIH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPIB_PPIH_2	PPIH	PPIB	ENSG00000171960	ENSG00000166794	PPIH	PPIB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH1_NOTCH3_1	NOTCH1	NOTCH3	ENSG00000148400	ENSG00000074181	NOTCH1	NOTCH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH1_NOTCH3_2	NOTCH3	NOTCH1	ENSG00000074181	ENSG00000148400	NOTCH3	NOTCH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RBL1_RBL2_1	RBL1	RBL2	ENSG00000080839	ENSG00000103479	RBL1	RBL2	0.969	0.0	0.0	0.064	0.057	0.52	0.9	0.399
RBL1_RBL2_2	RBL2	RBL1	ENSG00000103479	ENSG00000080839	RBL2	RBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRAS_RRAS_1	MRAS	RRAS	ENSG00000158186	ENSG00000126458	MRAS	RRAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRAS_RRAS_2	RRAS	MRAS	ENSG00000126458	ENSG00000158186	RRAS	MRAS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLCG1_PLCG2_1	PLCG1	PLCG2	ENSG00000124181	ENSG00000197943	PLCG1	PLCG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLCG1_PLCG2_2	PLCG2	PLCG1	ENSG00000197943	ENSG00000124181	PLCG2	PLCG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FNIP1_FNIP2_1	FNIP1	FNIP2	ENSG00000217128	ENSG00000052795	FNIP1	FNIP2	0.996	0.0	0.0	0.078	0.095	0.339	0.9	0.942
FNIP1_FNIP2_2	FNIP2	FNIP1	ENSG00000052795	ENSG00000217128	FNIP2	FNIP1	0.996	0.0	0.0	0.078	0.095	0.339	0.9	0.942
TARS2_TARS3_1	TARS2	TARS3	ENSG00000143374	ENSG00000185418	TARS2	TARS3	0.919	0.0	0.0	0.064	0.0	0.199	0.9	0.049
TARS2_TARS3_2	TARS3	TARS2	ENSG00000185418	ENSG00000143374	TARS3	TARS2	0.919	0.0	0.0	0.064	0.0	0.199	0.9	0.049
HDAC4_HDAC7_1	HDAC4	HDAC7	ENSG00000068024	ENSG00000061273	HDAC4	HDAC7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HDAC4_HDAC7_2	HDAC7	HDAC4	ENSG00000061273	ENSG00000068024	HDAC7	HDAC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFRD1_IFRD2_1	IFRD1	IFRD2	ENSG00000006652	ENSG00000214706	IFRD1	IFRD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IFRD1_IFRD2_2	IFRD2	IFRD1	ENSG00000214706	ENSG00000006652	IFRD2	IFRD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP25_USP28_1	USP25	USP28	ENSG00000155313	ENSG00000048028	USP25	USP28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP25_USP28_2	USP28	USP25	ENSG00000048028	ENSG00000155313	USP28	USP25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NONO_SFPQ_1	NONO	SFPQ	ENSG00000147140	ENSG00000116560	NONO	SFPQ	0.999	0.0	0.0	0.0	0.711	0.991	0.0	0.983
NONO_SFPQ_2	SFPQ	NONO	ENSG00000116560	ENSG00000147140	SFPQ	NONO	0.999	0.0	0.0	0.0	0.711	0.991	0.0	0.983
BMPR1A_TGFBR1_1	BMPR1A	TGFBR1	ENSG00000107779	ENSG00000106799	BMPR1A	TGFBR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMPR1A_TGFBR1_2	TGFBR1	BMPR1A	ENSG00000106799	ENSG00000107779	TGFBR1	BMPR1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB561D1_CYB561D2_1	CYB561D1	CYB561D2	ENSG00000174151	ENSG00000114395	CYB561D1	CYB561D2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYB561D1_CYB561D2_2	CYB561D2	CYB561D1	ENSG00000114395	ENSG00000174151	CYB561D2	CYB561D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCLA2_SUCLG2_1	SUCLA2	SUCLG2	ENSG00000136143	ENSG00000172340	SUCLA2	SUCLG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SUCLA2_SUCLG2_2	SUCLG2	SUCLA2	ENSG00000172340	ENSG00000136143	SUCLG2	SUCLA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF1_NBPF3_1	NBPF1	NBPF3	ENSG00000219481	ENSG00000142794	NBPF1	NBPF3	0.726	0.0	0.0	0.0	0.183	0.672	0.0	0.063
NBPF1_NBPF3_2	NBPF3	NBPF1	ENSG00000142794	ENSG00000219481	NBPF3	NBPF1	0.726	0.0	0.0	0.0	0.183	0.672	0.0	0.063
ZNF468_ZNF766_1	ZNF468	ZNF766	ENSG00000204604	ENSG00000196214	ZNF468	ZNF766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF468_ZNF766_2	ZNF766	ZNF468	ENSG00000196214	ENSG00000204604	ZNF766	ZNF468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADD1_ADD3_1	ADD1	ADD3	ENSG00000087274	ENSG00000148700	ADD1	ADD3	0.981	0.0	0.0	0.071	0.248	0.753	0.9	0.095
ADD1_ADD3_2	ADD3	ADD1	ENSG00000148700	ENSG00000087274	ADD3	ADD1	0.981	0.0	0.0	0.071	0.248	0.753	0.9	0.095
CPNE1_CPNE8_1	CPNE1	CPNE8	ENSG00000214078	ENSG00000139117	CPNE1	CPNE8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPNE1_CPNE8_2	CPNE8	CPNE1	ENSG00000139117	ENSG00000214078	CPNE8	CPNE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSME1_PSME2_1	PSME1	PSME2	ENSG00000092010	ENSG00000100911	PSME1	PSME2	0.999	0.0	0.0	0.085	0.913	0.989	0.9	0.984
PSME1_PSME2_2	PSME2	PSME1	ENSG00000100911	ENSG00000092010	PSME2	PSME1	0.999	0.0	0.0	0.085	0.913	0.989	0.9	0.984
SPNS1_SPNS2_1	SPNS1	SPNS2	ENSG00000169682	ENSG00000183018	SPNS1	SPNS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPNS1_SPNS2_2	SPNS2	SPNS1	ENSG00000183018	ENSG00000169682	SPNS2	SPNS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC28A_CCDC28B_1	CCDC28A	CCDC28B	ENSG00000024862	ENSG00000160050	CCDC28A	CCDC28B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC28A_CCDC28B_2	CCDC28B	CCDC28A	ENSG00000160050	ENSG00000024862	CCDC28B	CCDC28A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2G1_UBE2G2_1	UBE2G1	UBE2G2	ENSG00000132388	ENSG00000184787	UBE2G1	UBE2G2	0.915	0.0	0.0	0.0	0.056	0.09	0.9	0.133
UBE2G1_UBE2G2_2	UBE2G2	UBE2G1	ENSG00000184787	ENSG00000132388	UBE2G2	UBE2G1	0.915	0.0	0.0	0.0	0.056	0.09	0.9	0.133
KDM2A_KDM2B_1	KDM2A	KDM2B	ENSG00000173120	ENSG00000089094	KDM2A	KDM2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM2A_KDM2B_2	KDM2B	KDM2A	ENSG00000089094	ENSG00000173120	KDM2B	KDM2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRFIP1_LRRFIP2_1	LRRFIP1	LRRFIP2	ENSG00000124831	ENSG00000093167	LRRFIP1	LRRFIP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRFIP1_LRRFIP2_2	LRRFIP2	LRRFIP1	ENSG00000093167	ENSG00000124831	LRRFIP2	LRRFIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM4A_KDM4B_1	KDM4A	KDM4B	ENSG00000066135	ENSG00000127663	KDM4A	KDM4B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM4A_KDM4B_2	KDM4B	KDM4A	ENSG00000127663	ENSG00000066135	KDM4B	KDM4A	0.821	0.0	0.0	0.062	0.06	0.622	0.5	0.096
TXNRD2_TXNRD3_1	TXNRD2	TXNRD3	ENSG00000184470	ENSG00000197763	TXNRD2	TXNRD3	0.907	0.0	0.0	0.066	0.0	0.0	0.9	0.088
TXNRD2_TXNRD3_2	TXNRD3	TXNRD2	ENSG00000197763	ENSG00000184470	TXNRD3	TXNRD2	0.907	0.0	0.0	0.066	0.0	0.0	0.9	0.088
LPIN1_LPIN2_1	LPIN1	LPIN2	ENSG00000134324	ENSG00000101577	LPIN1	LPIN2	0.963	0.0	0.0	0.071	0.056	0.61	0.9	0.102
LPIN1_LPIN2_2	LPIN2	LPIN1	ENSG00000101577	ENSG00000134324	LPIN2	LPIN1	0.963	0.0	0.0	0.071	0.056	0.61	0.9	0.102
ZDHHC18_ZDHHC9_1	ZDHHC18	ZDHHC9	ENSG00000204160	ENSG00000188706	ZDHHC18	ZDHHC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC18_ZDHHC9_2	ZDHHC9	ZDHHC18	ENSG00000188706	ENSG00000204160	ZDHHC9	ZDHHC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RC3H1_RC3H2_1	RC3H1	RC3H2	ENSG00000135870	ENSG00000056586	RC3H1	RC3H2	0.819	0.0	0.0	0.06	0.095	0.792	0.0	0.096
RC3H1_RC3H2_2	RC3H2	RC3H1	ENSG00000056586	ENSG00000135870	RC3H2	RC3H1	0.819	0.0	0.0	0.06	0.095	0.792	0.0	0.096
REEP2_REEP3_1	REEP2	REEP3	ENSG00000132563	ENSG00000165476	REEP2	REEP3	0.637	0.0	0.0	0.07	0.0	0.591	0.0	0.124
REEP2_REEP3_2	REEP3	REEP2	ENSG00000165476	ENSG00000132563	REEP3	REEP2	0.637	0.0	0.0	0.07	0.0	0.591	0.0	0.124
PGRMC1_PGRMC2_1	PGRMC1	PGRMC2	ENSG00000101856	ENSG00000164040	PGRMC1	PGRMC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGRMC1_PGRMC2_2	PGRMC2	PGRMC1	ENSG00000164040	ENSG00000101856	PGRMC2	PGRMC1	0.636	0.0	0.0	0.069	0.058	0.238	0.0	0.52
CASP1_CASP4_1	CASP1	CASP4	ENSG00000137752	ENSG00000196954	CASP1	CASP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CASP1_CASP4_2	CASP4	CASP1	ENSG00000196954	ENSG00000137752	CASP4	CASP1	0.996	0.0	0.0	0.071	0.567	0.0	0.9	0.921
APLP2_APP_1	APLP2	APP	ENSG00000084234	ENSG00000142192	APLP2	APP	0.816	0.0	0.0	0.063	0.468	0.41	0.0	0.449
APLP2_APP_2	APP	APLP2	ENSG00000142192	ENSG00000084234	APP	APLP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF528_ZNF83_1	ZNF528	ZNF83	ENSG00000167555	ENSG00000167766	ZNF528	ZNF83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF528_ZNF83_2	ZNF83	ZNF528	ENSG00000167766	ENSG00000167555	ZNF83	ZNF528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC14_ZDHHC9_1	ZDHHC14	ZDHHC9	ENSG00000175048	ENSG00000188706	ZDHHC14	ZDHHC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC14_ZDHHC9_2	ZDHHC9	ZDHHC14	ENSG00000188706	ENSG00000175048	ZDHHC9	ZDHHC14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPNE7_CPNE8_1	CPNE7	CPNE8	ENSG00000178773	ENSG00000139117	CPNE7	CPNE8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPNE7_CPNE8_2	CPNE8	CPNE7	ENSG00000139117	ENSG00000178773	CPNE8	CPNE7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF383_1	ZNF140	ZNF383	ENSG00000196387	ENSG00000188283	ZNF140	ZNF383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF140_ZNF383_2	ZNF383	ZNF140	ENSG00000188283	ENSG00000196387	ZNF383	ZNF140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP36L1_ZFP36L2_1	ZFP36L1	ZFP36L2	ENSG00000185650	ENSG00000152518	ZFP36L1	ZFP36L2	0.917	0.0	0.0	0.072	0.086	0.0	0.9	0.138
ZFP36L1_ZFP36L2_2	ZFP36L2	ZFP36L1	ENSG00000152518	ENSG00000185650	ZFP36L2	ZFP36L1	0.917	0.0	0.0	0.072	0.086	0.0	0.9	0.138
ANKRA2_RFXANK_1	ANKRA2	RFXANK	ENSG00000164331	ENSG00000064490	ANKRA2	RFXANK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRA2_RFXANK_2	RFXANK	ANKRA2	ENSG00000064490	ENSG00000164331	RFXANK	ANKRA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCAP29_BCAP31_1	BCAP29	BCAP31	ENSG00000075790	ENSG00000185825	BCAP29	BCAP31	0.926	0.0	0.0	0.088	0.047	0.833	0.0	0.552
BCAP29_BCAP31_2	BCAP31	BCAP29	ENSG00000185825	ENSG00000075790	BCAP31	BCAP29	0.926	0.0	0.0	0.088	0.047	0.833	0.0	0.552
CENPA_H3-3B_1	CENPA	H3-3B	ENSG00000115163	ENSG00000132475	CENPA	H3-3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENPA_H3-3B_2	H3-3B	CENPA	ENSG00000132475	ENSG00000115163	H3-3B	CENPA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENPA_H3-3A_1	CENPA	H3-3A	ENSG00000115163	ENSG00000132475	CENPA	H3-3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CENPA_H3-3A_2	H3-3A	CENPA	ENSG00000132475	ENSG00000115163	H3-3A	CENPA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGFR_ERBB2_1	EGFR	ERBB2	ENSG00000146648	ENSG00000141736	EGFR	ERBB2	0.999	0.0	0.0	0.064	0.08	0.998	0.9	0.983
EGFR_ERBB2_2	ERBB2	EGFR	ENSG00000141736	ENSG00000146648	ERBB2	EGFR	0.999	0.0	0.0	0.064	0.08	0.998	0.9	0.983
SLC41A1_SLC41A3_1	SLC41A1	SLC41A3	ENSG00000133065	ENSG00000114544	SLC41A1	SLC41A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
