Class_label_sum	cell_line	condition	Gene_combination	single_gene_highist_avg_lfc	single_gene_lowest_avg_lfc	expected_combinatorial_lfc	combinatorial_avg_lfc	Euclidean_distance_expexted_observed	Euclidean_distance_singel_phenotype	highist_expression	lowest_expression	Euclidean_distance_expresstion	expre_Correlation	highist_dep	lowest_dep	Euclidean_distance_dep	dep_Correlation	highist_damage_mutation	lowest_damage_mutation	Euclidean_distance_dm	Jaccard BP Similarity	Jaccard MF Similarity	Jaccard CC Similarity	Average Wang BP Similarity	Average Wang MF Similarity	Average Wang CC Similarity	score	nscore	fscore	pscore	ascore	escore	dscore	Jaccard Index_commun_proteins	Number of Common Proteins	Class_label_exp	Class_label_dep	Class_label_corr	Class_label_neg
no GI	A375	2CP	ING4_ING5	-0.1873640108509355	-0.9681549471096372	-1.1555189579605727	-2.032658721970818	0.8771397640102452	0.7807909362587018	5.76611145873609	4.143536880529365	1.6225745782067251	0.2461704844886416	0.0183851045700054	-0.1947148141505431	0.2130999187205484	0.0310510424826433	0.0	0.0	0.0	0.4347826086956521	0.3333333333333333	0.4285714285714285	0.2429899074475911	0.2610649220380807	0.3566580478531169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	no GI	no GI
no GI	A375	2CP	INPP4A_INPP4B	-0.0134737522816774	-0.3582246228126053	-0.3716983750942827	-0.628047669229993	0.2563492941357103	0.3447508705309279	3.9843415636137967	2.443636880460571	1.5407046831532258	-0.0951727620142761	0.0911758890166644	-0.0830565007704587	0.1742323897871231	0.0392455631991255	0.0	0.0	0.0	0.8333333333333334	1.0	0.25	0.4355151330151584	0.4573516285292714	0.4991726252893984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615384	7	no GI	no GI	no GI	no GI
no GI	A375	2CP	INPP5B_OCRL	-0.1683268968725022	-0.79179640454344	-0.9601233014159423	-1.608377026949306	0.6482537255333638	0.6234695076709378	3.804110941392746	3.070805768179163	0.7333051732135831	-0.1769867759734201	-0.0548622550348009	-0.1723169811440293	0.1174547261092284	0.0063351944208448	0.0	0.0	0.0	0.4285714285714285	0.5	0.4210526315789473	0.2241618826548105	0.4021618533268812	0.3845390162206361	0.979	0.0	0.0	0.076	0.0	0.785	0.9	0.1764705882352941	3	GI	no GI	no GI	Mixed
no GI	A375	2CP	INSIG1_INSIG2	0.5406410976595828	0.0555391324206482	0.596180230080231	-0.4755247990491871	1.0717050291294181	0.48510196523893456	4.926612491720088	2.439249133321768	2.48736335839832	0.1106260415782615	0.0597841849419187	0.0294735863928868	0.0303105985490319	-0.0070807585585773	0.0	0.0	0.0	0.7368421052631579	1.0	1.0	0.1589489922837965	0.517976092303755	0.4558227488369554	0.955	0.0	0.0	0.054	0.05	0.292	0.9	0.4285714285714285	6	no GI	no GI	no GI	no GI
no GI	A375	2CP	IP6K1_IP6K2	0.0468287807126541	-1.4215388726985156	-1.3747100919858615	-0.3988981480311122	0.9758119439547492	1.4683676534111698	5.862172465713437	4.482112252264224	1.3800602134492133	0.549261517384227	-0.0344548398535673	-0.1580358221733091	0.1235809823197418	0.0457202900618909	0.0	0.0	0.0	0.2727272727272727	0.7692307692307693	0.6666666666666666	0.2458776134351736	0.5127285897184808	0.5698104609909841	0.931	0.0	0.0	0.074	0.063	0.241	0.9	0.25	4	GI	no GI	no GI	Mixed
no GI	A375	2CP	IPO5_RANBP6	-0.3660195997812898	-1.7449109256569428	-2.1109305254382327	-1.2655518079895467	0.845378717448686	1.378891325875653	6.94097121926071	4.6450109695992365	2.2959602496614737	0.3480334857126375	-0.0255445024667147	-0.4669459083983385	0.4414014059316238	0.0293511845346482	0.0	0.0	0.0	0.2222222222222222	0.5	0.1818181818181818	0.4720966073552116	0.3700105571698437	0.4159516230057904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4	no GI	no GI	no GI	no GI
no GI	A375	2CP	IPO7_IPO8	1.557529473816961	-5.054590778032834	-3.497061304215873	-2.149939270938681	1.3471220332771918	6.612120251849795	6.447566034491517	4.8366923276010825	1.6108737068904349	0.4599753715075179	0.1059101921267829	-0.9470556197355988	1.0529658118623817	0.0193986707244288	0.0	0.0	0.0	0.3333333333333333	0.4	0.7142857142857143	0.3080200795508818	0.608243817737193	0.496474372862714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714285	6	no GI	no GI	no GI	no GI
GI	A375	2CP	IPP_KLHL12	-1.279661682136573	-1.7171721285235666	-2.9968338106601395	-1.451429174720248	1.5454046359398916	0.43751044638699366	4.554042699680124	3.175685506895211	1.3783571927849136	0.3534740674131235	-0.0504555216727741	-0.0904344832445428	0.0399789615717687	-0.0700524020719177	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.7651984362492501	0.2884977109352856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	GI	no GI	no GI	Mixed
no GI	A375	2CP	IPP_KLHL18	-0.3457963963042121	-1.279661682136573	-1.625458078440785	-0.4201508200013479	1.205307258439437	0.9338652858323608	4.525380327051433	3.175685506895211	1.3496948201562224	0.1397610015208948	-0.0504555216727741	-0.0517816999437129	0.0013261782709388	-0.0480555228289167	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.8448703805846663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	no GI
no GI	A375	2CP	IPP_KLHL2	-0.6127477269469532	-1.279661682136573	-1.8924094090835262	-0.8499366205539494	1.0424727885295768	0.6669139551896197	3.369097242785553	3.175685506895211	0.1934117358903422	0.3051304134299148	-0.0504555216727741	-0.1716017462802243	0.1211462246074502	-0.0161871981703912	0.0	0.0	0.0	0.0	0.5	0.3333333333333333	0.0	0.6316621069126447	0.4269909538887024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	no GI
no GI	A375	2CP	IPP_KLHL20	-1.270892643600313	-1.279661682136573	-2.550554325736886	-1.6081739661177878	0.942380359619098	0.008769038536259988	4.666096022933739	3.175685506895211	1.490410516038528	0.4236227916839821	-0.0504555216727741	-0.1018611161750112	0.0514055945022371	0.0941238251996311	0.0	0.0	0.0	0.0	0.5	0.1538461538461538	0.0	0.5776844458958783	0.3659282360078942	0.521	0.0	0.0	0.085	0.149	0.416	0.0	0.0526315789473684	1	GI	no GI	no GI	Mixed
no GI	A375	2CP	IPP_KLHL28	-0.3378995431359075	-1.279661682136573	-1.6175612252724805	-0.3898647024503205	1.22769652282216	0.9417621390006654	3.175685506895211	2.315076364914832	0.8606091419803787	0.3692145814064894	0.0693802240007877	-0.0504555216727741	0.1198357456735617	0.0783729152766048	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.8448703805846663	0.0	0.71	0.0	0.0	0.123	0.098	0.663	0.0	0.1111111111111111	2	GI	no GI	no GI	Mixed
no GI	A375	2CP	IQGAP1_IQGAP3	0.2458623081436559	-0.7302769967126543	-0.48441468856899844	-0.368806488053774	0.11560820051522447	0.9761393048563103	6.489685561565262	4.888328010379122	1.6013575511861404	0.294193294710914	0.2374029320737726	-0.1261064970952085	0.3635094291689811	0.0802240803601037	0.0	0.0	0.0	0.1034482758620689	0.2941176470588235	0.1785714285714285	0.1594704896306953	0.341889381989809	0.3909488568884708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	no GI	no GI	no GI	no GI
no GI	A375	2CP	IQSEC1_IQSEC2	0.8777064324948798	0.1900063437719081	1.067712776266788	0.3445524291144197	0.7231603471523682	0.6877000887229717	3.088882810432816	2.813746131395534	0.2751366790372818	-0.0512809661213267	0.0243584491603479	-0.0371663830319146	0.0615248321922625	-0.0571445000507323	0.0	0.0	0.0	0.2	0.6666666666666666	0.1	0.2215348765960235	0.5106331140579862	0.3823437425892441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4	no GI	no GI	no GI	no GI
no GI	A375	2CP	IRF1_IRF2	1.0392786384097543	0.3893989954333929	1.4286776338431473	0.9161685265521038	0.5125091072910435	0.6498796429763614	4.102778578242848	3.017321422725746	1.0854571555171022	0.5033349971235199	0.1793083567639987	-0.0686138731797144	0.2479222299437131	0.0379558837046447	0.0	0.0	0.0	0.1851851851851851	0.8	0.6666666666666666	0.218863879080175	0.4251045290277732	0.5267104842827283	0.982	0.0	0.0	0.074	0.129	0.464	0.8	0.25	4	no GI	no GI	no GI	no GI
no GI	A375	2CP	IRF2BP1_IRF2BP2	1.3009780913381062	-0.0130945667529096	1.2878835245851965	0.7234642633848507	0.5644192612003458	1.3140726580910158	5.253522788835355	3.9921360258239513	1.2613867630114033	0.247081359504639	0.0256583541864393	-0.0246731866528206	0.0503315408392599	0.2640016785888339	0.0	0.0	0.0	0.5	0.4	0.6666666666666666	0.3883765455275513	0.3235495177410319	0.5925146376481395	0.95	0.0	0.0	0.095	0.049	0.837	0.0	0.1764705882352941	3	GI	GI	no GI	Mixed
no GI	A375	2CP	IRF2BP1_IRF2BPL	-0.0130945667529096	-0.1845853909304746	-0.1976799576833842	0.3487681800960835	0.5464481377794677	0.171490824177565	3.9921360258239513	3.8828340212877386	0.1093020045362127	0.3155173718748251	0.0256583541864393	-0.0051211194133323	0.0307794735997716	0.1862922953544514	0.0	0.0	0.0	0.1428571428571428	0.8	0.6666666666666666	0.2760104913715864	0.3664353185965049	0.5925146376481395	0.902	0.0	0.0	0.059	0.056	0.831	0.0	0.25	4	GI	no GI	no GI	Mixed
no GI	A375	2CP	IRF2BP2_IRF2BPL	1.3009780913381062	-0.1845853909304746	1.1163927004076315	0.3554251631753935	0.760967537232238	1.4855634822685808	5.253522788835355	3.8828340212877386	1.370688767547616	0.0767386122475448	-0.0051211194133323	-0.0246731866528206	0.0195520672394883	0.3107732234348451	0.0	0.0	0.0	0.1428571428571428	0.2	0.5	0.2278768692501992	0.2659688837082764	0.5618952213217221	0.79	0.0	0.0	0.0	0.064	0.636	0.0	0.1764705882352941	3	no GI	GI	no GI	Mixed
no GI	A375	2CP	IRS1_IRS2	-0.5913684492898177	-1.4783019146850631	-2.069670363974881	-2.781846412021525	0.7121760480466444	0.8869334653952454	4.515255385511427	1.7437571332128667	2.77149825229856	0.0839479112171653	-0.1529944390417596	-0.7564587409469636	0.6034643019052041	0.0327615980220518	0.0	0.0	0.0	0.2368421052631578	0.25	0.375	0.1658494468104799	0.4158386596131408	0.4584119443595719	0.997	0.0	0.0	0.0	0.044	0.287	0.9	0.5384615384615384	7	no GI	no GI	no GI	no GI
no GI	A375	2CP	ISG20_ISG20L2	0.6495303024307773	-2.7237020984701514	-2.074171796039374	-0.8926595342245327	1.1815122618148415	3.3732324009009287	6.403690412932066	5.603400172863717	0.8002902400683496	0.0282854611151856	-0.0324650344978861	-1.096652313298833	1.064187278800947	0.0485719917811204				0.0	0.3636363636363636	0.2857142857142857	0.0714048119768992	0.3592281925267555	0.4383188581873654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
no GI	A375	2CP	ISOC1_ISOC2	0.619635346424376	-0.5141247528439097	0.10551059358046633	0.788516083752173	0.6830054901717066	1.1337600992682857	4.515045866631817	3.5954317539241973	0.9196141127076194	0.1378590557833051	-0.0440386925472402	-0.1666696928972441	0.1226310003500038	0.0958115533522097	0.0	0.0	0.0	0.0	0.5	0.25	0.3231841526045487	0.7383720930232558	0.5500704000587039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714285	6	no GI	no GI	no GI	no GI
GI	A375	2CP	ITCH_WWP1	-2.0941066672070194	-2.504321416767504	-4.5984280839745235	-2.574808354243924	2.0236197297305996	0.41021474956048465	4.718729769691132	3.66992494708332	1.0488048226078115	0.3699268550357664	-0.1182875221398917	-0.4006034552406088	0.2823159331007171	0.0319999376173337	0.0	0.0	0.0	0.1081081081081081	0.3636363636363636	0.3125	0.1366039748952823	0.4215138361492549	0.3677034878654598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4	no GI	no GI	no GI	Mixed
no GI	A375	2CP	ITCH_WWP2	-0.3851316843656609	-2.504321416767504	-2.889453101133165	-2.1605798759082417	0.7288732252249233	2.119189732401843	5.981438590782618	4.718729769691132	1.2627088210914863	0.2619073920960618	-0.2133884598089226	-0.4006034552406088	0.1872149954316862	0.0518298540126075	0.0	0.0	0.0	0.1428571428571428	0.2857142857142857	0.3125	0.1366272698168273	0.3575792177980331	0.378499221207333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	no GI	no GI	no GI	no GI
no GI	A375	2CP	ITGA3_ITGA6	-0.1796659201020065	-0.2695696196455217	-0.44923553974752817	-1.3683989180814695	0.9191633783339413	0.08990369954351518	6.764688582873521	6.48743850006746	0.2772500828060602	0.5440691283179733	-0.0334829336505303	-0.047367568133652	0.0138846344831216	0.0618175674670105	0.0	0.0	0.0	0.1818181818181818	0.3846153846153846	0.2142857142857142	0.1746282267385294	0.4913711205909388	0.3173210396448945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	no GI	no GI
no GI	A375	2CP	ITGA3_ITGA7	-0.1796659201020065	-0.736640908014377	-0.9163068281163835	-0.6768221498024418	0.2394846783139417	0.5569749879123704	6.764688582873521	2.470642943740674	4.294045639132847	0.0145958944291581	-0.047367568133652	-0.1617437272997939	0.1143761591661418	0.0166164425110938	0.0	0.0	0.0	0.1666666666666666	0.3	0.2083333333333333	0.2128939507779616	0.5047927842259418	0.381074218494894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	no GI	no GI
GI	A375	2CP	ITGA5_ITGAV	-0.446329978274971	-3.231676464960823	-3.6780064432357937	-2.408288434938965	1.2697180082968287	2.785346486685852	6.047322707651866	4.042488447257927	2.004834260393939	0.4774125086236924	0.0031722202224427	-0.7630709069886333	0.766243127211076	0.0502430048246973	0.0	0.0	0.0	0.2307692307692307	0.1666666666666666	0.2424242424242424	0.1857070049490886	0.3802923023764816	0.2759874625057669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4285714285714285	6	no GI	no GI	no GI	Mixed
no GI	A375	2CP	ITGA6_ITGA7	-0.2695696196455217	-0.736640908014377	-1.0062105276598987	-0.4682696727414763	0.5379408549184224	0.4670712883688553	6.48743850006746	2.470642943740674	4.0167955563267865	-0.005615931991452	-0.0334829336505303	-0.1617437272997939	0.1282607936492635	-0.0147220335671845	0.0	0.0	0.0	0.25	0.375	0.5	0.2413136228842245	0.5047079894587004	0.3886988613379513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4	no GI	no GI	no GI	no GI
no GI	A375	2CP	ITGB1_ITGB5	0.5975001599649503	-0.7916125368059974	-0.1941123768410471	-0.5461227489284195	0.3520103720873724	1.3891126967709477	7.233908839303296	6.63168256068519	0.6022262786181054	0.6809828189271193	0.074267379413228	-0.3345601451833377	0.4088275245965657	-0.1730509970783905	0.0	0.0	0.0	0.0909090909090909	0.1818181818181818	0.1458333333333333	0.1979807334129165	0.445213153206458	0.2880001417503374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	GI	Mixed
no GI	A375	2CP	ITGB1_ITGB8	0.5975001599649503	-0.940071466787744	-0.3425713068227937	0.6725971424999608	1.0151684493227546	1.5375716267526944	7.233908839303296	3.5952354534108766	3.638673385892419	0.3389482503616448	0.074267379413228	-0.0068225416092271	0.0810899210224551	0.0480668117376672	0.0	0.0	0.0	0.0595238095238095	0.0869565217391304	0.1063829787234042	0.1531861830760993	0.4257564486468905	0.2899008008335992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	no GI	no GI
no GI	A375	2CP	ITGB5_ITGB8	-0.7916125368059974	-0.940071466787744	-1.7316840035937413	-1.7163246086769688	0.015359394916772517	0.1484589299817466	6.63168256068519	3.5952354534108766	3.0364471072743138	0.4383920582987279	-0.0068225416092271	-0.3345601451833377	0.3277376035741106	-0.0130848710743527	0.0	0.0	0.0	0.2272727272727272	0.5	0.5	0.2089862648313319	0.5520261842115112	0.3312527095380336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615384	7	no GI	no GI	no GI	no GI
no GI	A375	2CP	ITM2B_ITM2C	-0.0475705424560184	-0.353809024775334	-0.4013795672313524	-0.6192366885150531	0.21785712128370072	0.3062384823193156	6.9389232996730135	6.661514090734878	0.2774092089381357	0.2450621907070129	-0.0748325999525856	-0.3012893650102737	0.2264567650576881	-0.0125489629124261	0.0	0.0	0.0	0.2	1.0	0.2	0.2128483477613233	0.4962292961826351	0.3741512517229873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	no GI
no GI	A375	2CP	ITPKB_ITPKC	-0.2451067005897496	-0.455963009893283	-0.7010697104830326	-0.3731272102971552	0.3279425001858774	0.21085630930353338	2.921393085721084	2.6935131739867235	0.2278799117343606	-0.0918148898264007	0.0259345330167368	-0.0795311627639772	0.105465695780714	-0.0191498772094264	0.0	0.0	0.0	0.1764705882352941	0.75	0.4285714285714285	0.1582278957814638	0.4253766409206643	0.4867244623691673	0.916	0.0	0.0	0.073	0.0	0.0	0.9	0.8181818181818182	9	no GI	no GI	no GI	no GI
no GI	A375	2CP	ITPR1_ITPR2	-0.0477279292406911	-1.0596776372904622	-1.1074055665311533	-0.2618080970744132	0.8455974694567401	1.011949708049771	2.5820331366071305	2.489754795470672	0.0922783411364585	0.2278394504562365	0.0118335943459222	-0.1533291507974646	0.1651627451433868	-0.0462710158367892	0.0	0.0	0.0	0.25	0.5555555555555556	0.4444444444444444	0.2100856584768826	0.2703093850040543	0.3633650705912906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
GI	A375	2CP	ITPR1_ITPR3	-0.5411180647296767	-1.0596776372904622	-1.6007957020201389	-0.0224042429549544	1.5783914590651844	0.5185595725607854	4.352801864110935	2.5820331366071305	1.7707687275038049	-0.245774450787481	-0.0410264923350697	-0.1533291507974646	0.1123026584623949	0.0205466504088881	0.0	0.0	0.0	0.1707317073170731	0.5	0.40625	0.1666573198250497	0.2779054379455432	0.3528776043125806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	5	no GI	no GI	no GI	Mixed
no GI	A375	2CP	ITPR2_ITPR3	-0.0477279292406911	-0.5411180647296767	-0.5888459939703679	-0.1452470346207683	0.4435989593495996	0.49339013548898564	4.352801864110935	2.489754795470672	1.8630470686402631	-0.0133059880784052	0.0118335943459222	-0.0410264923350697	0.0528600866809919	0.0091363883240876	0.0	0.0	0.0	0.2727272727272727	0.4375	0.5833333333333334	0.1914513015994399	0.2917049591520462	0.379722429357737	0.953	0.0	0.0	0.056	0.056	0.488	0.9	0.1111111111111111	2	GI	no GI	no GI	Mixed
no GI	A375	2CP	ITSN1_ITSN2	-1.017686465805268	-1.2745222181858502	-2.2922086839911184	-1.3351329892926995	0.9570756946984189	0.2568357523805822	3.692857938476681	3.376317857166788	0.3165400813098928	-0.1064120883295931	0.0228365749563759	-0.0335770301151198	0.0564136050714957	-0.0235528899533588	0.0	0.0	0.0	0.3	0.8333333333333334	0.2941176470588235	0.3352050846113169	0.4118612201392583	0.3923874303680902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615384	7	no GI	no GI	no GI	no GI
no GI	A375	2CP	JAG1_JAG2	0.4849921100814642	-0.6785757305671809	-0.1935836204857167	0.3131745448703396	0.5067581653560562	1.1635678406486452	3.2593509810571524	0.0994658869435909	3.159885094113561	0.2444154499767588	0.0042156769357536	-0.0077860088041215	0.0120016857398751	0.1007397792832684	0.0	0.0	0.0	0.081967213114754	0.5714285714285714	0.3333333333333333	0.1752177212375006	0.4152228735515208	0.6380656124879578	0.951	0.0	0.0	0.062	0.084	0.13	0.9	0.4285714285714285	6	no GI	no GI	no GI	no GI
no GI	A375	2CP	JAK1_TYK2	-0.8510314281491855	-1.0923096607981688	-1.9433410889473544	-1.374665237048345	0.5686758518990094	0.2412782326489833	6.360334322696474	4.733012150664515	1.6273221720319588	0.0551797038679979	0.0410932028668497	-0.1654433245698059	0.2065365274366556	0.35663012927671	0.0	0.0	0.0	0.3888888888888889	0.5454545454545454	0.5333333333333333	0.3059371955859694	0.3097724902049084	0.3577106341015105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	4	no GI	GI	no GI	Mixed
no GI	A375	2CP	JMJD1C_KDM3B	-0.6525218761980245	-1.4072400213412644	-2.059761897539289	-1.3139984713542658	0.7457634261850232	0.7547181451432399	4.864084615668188	4.193274284763999	0.6708103309041888	0.3555758439953392	0.1197784200840157	-0.0192170664683737	0.1389954865523893	-0.0283759768083738	0.0	0.0	0.0	0.5	0.5555555555555556	1.0	0.352064065589316	0.2593786795147786	0.4636804854971825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	no GI	no GI	no GI	no GI
no GI	A375	2CP	JMY_WHAMM	0.0903798717044708	-3.259668810439533	-3.169288938735062	-1.3048889876653404	1.8643999510697216	3.3500486821440036	2.5297281124617106	1.9496880741157576	0.580040038345953	0.145294683015825	-0.0879791501862714	-0.1298568653677314	0.0418777151814599	0.0052326486320514	0.0	0.0	0.0	0.0666666666666666	0.5	0.1875	0.1622982553711292	0.4655840569218906	0.397746982071714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	2	no GI	no GI	no GI	no GI
GI	A375	2CP	JOSD1_JOSD2	1.0514447526372748	0.5165434491623977	1.5679882017996725	-0.0713350645991477	1.6393232663988202	0.5349013034748771	5.068020381708776	4.092944577868521	0.9750758038402552	0.0759865776642655	0.0670682943526461	-0.1637422178464604	0.2308105121991064	0.086839152498934				1.0	0.75	0.5	0.737157863984163	0.529153675744206	0.6652600087561414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615384	7	no GI	no GI	no GI	Mixed
no GI	A375	2CP	JRKL_TIGD2	-0.0955352763096923	-0.1153401246144023	-0.2108754009240946	-0.6095532848016327	0.3986778838775381	0.019804848304709993	3.879968670985376	2.3309056162701443	1.5490630547152318	0.2053748727178992	-0.0266549529872908	-0.1115487013237361	0.0848937483364453	0.0389823014353091	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.9208058793715156	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2142857142857142	3	GI	no GI	no GI	Mixed
no GI	A375	2CP	JUNB_JUND	-0.0759213636380737	-0.9203184962482642	-0.9962398598863379	-0.8230038029179976	0.17323605696834032	0.8443971326101906	4.744514275571476	4.72896440173536	0.0155498738361163	0.3152105426596273	-0.1803289982239943	-0.3559203011032701	0.1755913028792758	0.1104571670218234				0.25	0.6666666666666666	0.8571428571428571	0.1910033634619866	0.3958729156787292	0.4388240424840465	0.999	0.0	0.0	0.067	0.258	0.704	0.9	0.5384615384615384	7	no GI	no GI	no GI	no GI
no GI	A375	2CP	JUN_JUNB	-0.9203184962482642	-1.8616970381733084	-2.7820155344215727	-2.4932304923575934	0.28878504206397926	0.9413785419250442	4.744514275571476	3.2903276735596	1.4541866020118763	0.3520051054093631	-0.3107334801739891	-0.3559203011032701	0.045186820929281	0.0902684387686201				0.1666666666666666	0.3809523809523809	0.6666666666666666	0.1628389243196311	0.333901718049489	0.3971076673207147	0.999	0.0	0.0	0.0	0.543	0.639	0.9	0.5384615384615384	7	GI	no GI	no GI	Mixed
no GI	A375	2CP	JUN_JUND	-0.0759213636380737	-1.8616970381733084	-1.9376184018113822	-1.7451549759272782	0.19246342588410403	1.7857756745352347	4.72896440173536	3.2903276735596	1.43863672817576	0.2416156585437826	-0.1803289982239943	-0.3107334801739891	0.1304044819499948	-0.0224020615663721	0.0	0.0	0.0	0.2307692307692307	0.4761904761904761	0.6	0.2361375753678809	0.3406918316747864	0.3863473846484559	0.999	0.0	0.0	0.054	0.163	0.86	0.9	0.5384615384615384	7	GI	no GI	no GI	Mixed
no GI	A375	2CP	KANK1_KANK2	-0.3837971519141527	-0.399950647149816	-0.7837477990639687	-1.007166075747944	0.22341827668397518	0.016153495235663284	5.776925631904593	4.703480069239552	1.0734455626650412	0.1614072958205757	0.2061899977340935	0.1493459270179055	0.0568440707161879	-0.0750605034253255	0.0	0.0	0.0	0.12	0.3333333333333333	0.125	0.1918438472572581	0.6922783804381313	0.4609922280980164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1764705882352941	3	no GI	no GI	no GI	no GI
no GI	A375	2CP	KAT2A_KAT2B	-0.9870901003926422	-1.0410314361084103	-2.0281215365010525	-1.6945260027140578	0.3335955337869947	0.05394133571576809	4.796236115988791	3.5862205606675106	1.2100155553212808	0.0438260225135224	-0.0135826055592032	-0.1863096973381949	0.1727270917789917	0.0975926485781264	0.0	0.0	0.0	0.2878787878787879	0.4615384615384615	0.5	0.1494712611753387	0.3228820244700098	0.3306069638064562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5384615384615384	7	no GI	no GI	no GI	no GI
lol	A375	2CP	KAT5_KAT7	-2.386000114860828	-4.618485328309959	-7.004485443170788	-2.9342080686759315	4.070277374494856	2.2324852134491313	4.994006010934718	4.531089901344533	0.4629161095901848	0.4172909749242905	-0.4877736407492142	-0.8951730033124383	0.4073993625632241	-0.0620905951961106				0.0895522388059701	0.2692307692307692	0.3333333333333333	0.145433440707545	0.3521354328970145	0.3423101842135301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	Mixed
lol	A375	2CP	KAT5_KAT8	-4.618485328309959	-5.54564587910575	-10.16413120741571	-5.289046846964308	4.875084360451402	0.927160550795791	4.994006010934718	4.735656286713269	0.258349724221449	0.381261599470935	-0.4877736407492142	-1.7628050580816694	1.2750314173324553	0.062279280566712				0.1186440677966101	0.4782608695652174	0.2592592592592592	0.155944352189409	0.3417569854781817	0.2928713196266705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	Mixed
no GI	A375	2CP	KAT6A_KAT6B	-0.0460814530915445	-0.7382483892890763	-0.7843298423806209	-0.4597465186259466	0.32458332375467425	0.6921669361975318	3.342661816295248	2.6809611262989583	0.6617006899962896	0.5260463686240162	0.0335624538713168	-0.0082496361661374	0.0418120900374542	0.2317122515514472	0.0	0.0	0.0	0.5625	0.5789473684210527	0.6363636363636364	0.2618473255703046	0.3186949260865592	0.3356101946342692	0.998	0.0	0.0	0.051	0.172	0.233	0.9	0.6666666666666666	8	no GI	GI	no GI	Mixed
lol	A375	2CP	KAT7_KAT8	-2.386000114860828	-5.54564587910575	-7.931645993966578	-3.025520902423633	4.906125091542945	3.1596457642449223	4.735656286713269	4.531089901344533	0.2045663853687358	0.4031727350961976	-0.8951730033124383	-1.7628050580816694	0.8676320547692311	0.0133655968734878	0.0	0.0	0.0	0.125	0.375	0.2941176470588235	0.1757347278180864	0.3387969290659973	0.3187143420448759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0526315789473684	1	no GI	no GI	no GI	Mixed
no GI	A375	2CP	KATNA1_KATNAL1	-0.1616306804077907	-1.6321305202891017	-1.7937612006968924	-2.662534371409881	0.8687731707129887	1.470499839881311	3.720566245537456	2.6615245589463497	1.0590416865911063	0.3717849162531474	0.0973780448896069	-0.1996303609995204	0.2970084058891273	0.0729820899548891	0.0	0.0	0.0	0.6	0.75	0.8	0.5833974525987694	0.3219732199655731	0.3977585808104197	0.683	0.0	0.0	0.056	0.074	0.292	0.54	0.25	4	GI	no GI	no GI	Mixed
