ReagentID	Gene1	Gene2	Gene1_ensembl	Gene2_ensembl	Jaccard BP Similarity	Jaccard MF Similarity	Jaccard CC Similarity	Average Wang BP Similarity	Average Wang MF Similarity	Average Wang CC Similarity
CSRP1_CSRP2_2	CSRP2	CSRP1	ENSG00000175183	ENSG00000159176	0.4	0.5714285714285714	0.8	0.36334042362830155	0.4117243813586239	0.46526048126336883
PPP3CB_PPP3CC_1	PPP3CB	PPP3CC	ENSG00000107758	ENSG00000120910	0.19444444444444445	0.6923076923076923	0.45454545454545453	0.14610707022457511	0.3963501736722491	0.3964928990792694
PPP3CB_PPP3CC_2	PPP3CC	PPP3CB	ENSG00000120910	ENSG00000107758	0.19444444444444445	0.6923076923076923	0.45454545454545453	0.14610707022457511	0.3963501736722491	0.3964928990792694
DHRS4_DHRS4L2_1	DHRS4	DHRS4L2	ENSG00000157326	ENSG00000187630	0.16666666666666666	0.2222222222222222	0.25	0.4327394660379779	0.5427795700546559	0.4640229434682879
DHRS4_DHRS4L2_2	DHRS4L2	DHRS4	ENSG00000187630	ENSG00000157326	0.16666666666666666	0.2222222222222222	0.25	0.4327394660379779	0.5427795700546559	0.4640229434682879
ZNF561_ZNF562_1	ZNF561	ZNF562	ENSG00000171469	ENSG00000171466	1.0	1.0	1.0	0.9682073684515522	0.39888818272717497	1.0
ZNF561_ZNF562_2	ZNF562	ZNF561	ENSG00000171466	ENSG00000171469	1.0	1.0	1.0	0.9682073684515522	0.39888818272717497	1.0
IPO5_RANBP6_1	IPO5	RANBP6	ENSG00000065150	ENSG00000137040	0.2222222222222222	0.5	0.18181818181818182	0.4720966073552116	0.3700105571698437	0.41595162300579047
IPO5_RANBP6_2	RANBP6	IPO5	ENSG00000137040	ENSG00000065150	0.2222222222222222	0.5	0.18181818181818182	0.4720966073552116	0.3700105571698437	0.41595162300579047
DDT_DDTL_1	DDT	DDTL	ENSG00000099977	ENSG00000099977	0.0	0.4	1.0	0.0	0.4665014089982683	0.5840743109314004
DDT_DDTL_2	DDTL	DDT	ENSG00000099977	ENSG00000099977	0.0	0.4	1.0	0.0	0.4665014089982683	0.5840743109314004
CNOT6_CNOT6L_1	CNOT6	CNOT6L	ENSG00000113300	ENSG00000138767	0.45454545454545453	0.625	0.8	0.3746294853266525	0.3394077963884736	0.4633876124047406
CNOT6_CNOT6L_2	CNOT6L	CNOT6	ENSG00000138767	ENSG00000113300	0.45454545454545453	0.625	0.8	0.3746294853266525	0.3394077963884736	0.4633876124047406
CLK1_CLK4_1	CLK1	CLK4	ENSG00000013441	ENSG00000113240	1.0	0.7777777777777778	1.0	0.5220946791524619	0.5400895393981796	1.0
CLK1_CLK4_2	CLK4	CLK1	ENSG00000113240	ENSG00000013441	1.0	0.7777777777777778	1.0	0.5220946791524619	0.5400895393981796	1.0
ARF3_ARF5_1	ARF3	ARF5	ENSG00000134287	ENSG00000004059	1.0	1.0	0.7142857142857143	0.6701439490074486	0.4095781684130271	0.46814834612399125
ARF3_ARF5_2	ARF5	ARF3	ENSG00000004059	ENSG00000134287	1.0	1.0	0.7142857142857143	0.6701439490074486	0.4095781684130271	0.46814834612399125
ARF3_ARF4_1	ARF3	ARF4	ENSG00000134287	ENSG00000168374	0.2222222222222222	0.42857142857142855	0.45454545454545453	0.2884861153665698	0.25306647509782154	0.4024510204709383
ARF3_ARF4_2	ARF4	ARF3	ENSG00000168374	ENSG00000134287	0.2222222222222222	0.42857142857142855	0.45454545454545453	0.2884861153665698	0.25306647509782154	0.4024510204709383
PTP4A1_PTP4A3_1	PTP4A1	PTP4A3	ENSG00000112245	ENSG00000184489	0.18181818181818182	1.0	0.5555555555555556	0.20856391737461735	0.5978650361028742	0.44387729719639935
PTP4A1_PTP4A3_2	PTP4A3	PTP4A1	ENSG00000184489	ENSG00000112245	0.18181818181818182	1.0	0.5555555555555556	0.20856391737461735	0.5978650361028742	0.44387729719639935
PPP3CA_PPP3CC_1	PPP3CA	PPP3CC	ENSG00000138814	ENSG00000120910	0.12	0.6	0.3	0.1407616240736776	0.37864065284165027	0.35333881592368277
PPP3CA_PPP3CC_2	PPP3CC	PPP3CA	ENSG00000120910	ENSG00000138814	0.12	0.6	0.3	0.1407616240736776	0.37864065284165027	0.35333881592368277
CAMK2D_CAMK2G_1	CAMK2D	CAMK2G	ENSG00000145349	ENSG00000148660	0.029411764705882353	0.6428571428571429	0.7692307692307693	0.15016790569144148	0.3367219029837343	0.4054518098732428
CAMK2D_CAMK2G_2	CAMK2G	CAMK2D	ENSG00000148660	ENSG00000145349	0.029411764705882353	0.6428571428571429	0.7692307692307693	0.15016790569144148	0.3367219029837343	0.4054518098732428
DNM1_DNM2_1	DNM1	DNM2	ENSG00000106976	ENSG00000079805	0.15625	0.42857142857142855	0.1891891891891892	0.22570241808558322	0.30812382766114016	0.3206271070792289
DNM1_DNM2_2	DNM2	DNM1	ENSG00000079805	ENSG00000106976	0.15625	0.42857142857142855	0.1891891891891892	0.22570241808558322	0.30812382766114016	0.3206271070792289
SNX12_SNX3_1	SNX12	SNX3	ENSG00000147164	ENSG00000112335	0.35294117647058826	0.36363636363636365	0.25	0.18461209638935114	0.5323803160172766	0.31794453489475105
SNX12_SNX3_2	SNX3	SNX12	ENSG00000112335	ENSG00000147164	0.35294117647058826	0.36363636363636365	0.25	0.18461209638935114	0.5323803160172766	0.31794453489475105
ZNF430_ZNF431_1	ZNF430	ZNF431	ENSG00000118620	ENSG00000196705	0.16666666666666666	0.8	1.0	0.45105368878679825	0.3784584249305475	1.0
ZNF430_ZNF431_2	ZNF431	ZNF430	ENSG00000196705	ENSG00000118620	0.16666666666666666	0.8	1.0	0.45105368878679825	0.3784584249305475	1.0
HMGB1_HMGB2_1	HMGB1	HMGB2	ENSG00000189403	ENSG00000164104	0.1686746987951807	0.4827586206896552	0.35	0.12097178495186077	0.36240238644628714	0.38252106206992326
HMGB1_HMGB2_2	HMGB2	HMGB1	ENSG00000164104	ENSG00000189403	0.1686746987951807	0.4827586206896552	0.35	0.12097178495186077	0.36240238644628714	0.38252106206992326
WNT5A_WNT5B_1	WNT5A	WNT5B	ENSG00000114251	ENSG00000111186	0.0374331550802139	0.3333333333333333	0.5714285714285714	0.1607510630240993	0.5977814545449149	0.37473711654918856
WNT5A_WNT5B_2	WNT5B	WNT5A	ENSG00000111186	ENSG00000114251	0.0374331550802139	0.3333333333333333	0.5714285714285714	0.1607510630240993	0.5977814545449149	0.37473711654918856
CSNK2A1_CSNK2A2_1	CSNK2A1	CSNK2A2	ENSG00000070770	ENSG00000070770	0.27586206896551724	0.625	0.4166666666666667	0.16143292770656006	0.4099718516215627	0.3433352212951927
CSNK2A1_CSNK2A2_2	CSNK2A2	CSNK2A1	ENSG00000070770	ENSG00000070770	0.27586206896551724	0.625	0.4166666666666667	0.16143292770656006	0.4099718516215627	0.3433352212951927
AGO2_AGO4_1	AGO2	AGO4	ENSG00000123908	ENSG00000134698	0.2727272727272727	0.38095238095238093	0.6666666666666666	0.18263711552927855	0.427205523004761	0.3383116336255747
AGO2_AGO4_2	AGO4	AGO2	ENSG00000134698	ENSG00000123908	0.2727272727272727	0.38095238095238093	0.6666666666666666	0.18263711552927855	0.427205523004761	0.3383116336255747
IMPDH1_IMPDH2_1	IMPDH1	IMPDH2	ENSG00000106348	ENSG00000178035	0.42857142857142855	0.8	0.6	0.4499050194906014	0.38345643258548867	0.40405746056011027
IMPDH1_IMPDH2_2	IMPDH2	IMPDH1	ENSG00000178035	ENSG00000106348	0.42857142857142855	0.8	0.6	0.4499050194906014	0.38345643258548867	0.40405746056011027
UBQLN1_UBQLN2_1	UBQLN1	UBQLN2	ENSG00000135018	ENSG00000188021	0.35	0.6	0.46153846153846156	0.15315019360149107	0.5944634164303277	0.4174264483316173
UBQLN1_UBQLN2_2	UBQLN2	UBQLN1	ENSG00000188021	ENSG00000135018	0.35	0.6	0.46153846153846156	0.15315019360149107	0.5944634164303277	0.4174264483316173
ZNF780A_ZNF780B_1	ZNF780A	ZNF780B	ENSG00000197782	ENSG00000128000	0.6666666666666666	0.5	1.0	0.869426678973168	0.35869567834502203	1.0
ZNF780A_ZNF780B_2	ZNF780B	ZNF780A	ENSG00000128000	ENSG00000197782	0.6666666666666666	0.5	1.0	0.869426678973168	0.35869567834502203	1.0
DCUN1D1_DCUN1D2_1	DCUN1D1	DCUN1D2	ENSG00000043093	ENSG00000150401	0.75	1.0	0.6	0.4841628775808466	0.7320365851362719	0.4222616677215374
DCUN1D1_DCUN1D2_2	DCUN1D2	DCUN1D1	ENSG00000150401	ENSG00000043093	0.75	1.0	0.6	0.4841628775808466	0.7320365851362719	0.4222616677215374
AKT2_AKT3_1	AKT2	AKT3	ENSG00000105221	ENSG00000117020	0.075	0.7142857142857143	0.2727272727272727	0.15437956385483095	0.3817163062211019	0.47903310197162546
AKT2_AKT3_2	AKT3	AKT2	ENSG00000117020	ENSG00000105221	0.075	0.7142857142857143	0.2727272727272727	0.15437956385483095	0.3817163062211019	0.47903310197162546
NEK6_NEK7_1	NEK6	NEK7	ENSG00000119408	ENSG00000151414	0.1875	0.46153846153846156	0.5833333333333334	0.17871470699188885	0.2875950893944765	0.43941783690738506
NEK6_NEK7_2	NEK7	NEK6	ENSG00000151414	ENSG00000119408	0.1875	0.46153846153846156	0.5833333333333334	0.17871470699188885	0.2875950893944765	0.43941783690738506
RPS6KA1_RPS6KA2_1	RPS6KA1	RPS6KA2	ENSG00000117676	ENSG00000071242	0.25	0.9	0.8333333333333334	0.28061415361357644	0.38343929022210094	0.5178278918361824
RPS6KA1_RPS6KA2_2	RPS6KA2	RPS6KA1	ENSG00000071242	ENSG00000117676	0.25	0.9	0.8333333333333334	0.28061415361357644	0.38343929022210094	0.5178278918361824
STK3_STK4_1	STK3	STK4	ENSG00000104375	ENSG00000101109	0.6590909090909091	0.7692307692307693	0.5	0.17966270509953994	0.2876603058122026	0.4511635970675296
STK3_STK4_2	STK4	STK3	ENSG00000101109	ENSG00000104375	0.6590909090909091	0.7692307692307693	0.5	0.17966270509953994	0.2876603058122026	0.4511635970675296
TIA1_TIAL1_1	TIA1	TIAL1	ENSG00000116001	ENSG00000151923	0.05263157894736842	0.625	0.5555555555555556	0.1457808448509386	0.5587683033892845	0.40842939429348063
TIA1_TIAL1_2	TIAL1	TIA1	ENSG00000151923	ENSG00000116001	0.05263157894736842	0.625	0.5555555555555556	0.1457808448509386	0.5587683033892845	0.40842939429348063
PITPNA_PITPNB_1	PITPNA	PITPNB	ENSG00000174238	ENSG00000180957	0.5	0.8	0.1111111111111111	0.3374830187447319	0.3857871674560942	0.4063011146548543
PITPNA_PITPNB_2	PITPNB	PITPNA	ENSG00000180957	ENSG00000174238	0.5	0.8	0.1111111111111111	0.3374830187447319	0.3857871674560942	0.4063011146548543
SLFN11_SLFN13_1	SLFN11	SLFN13	ENSG00000172716	ENSG00000154760	0.1111111111111111	0.3	0.0	0.1264496721113416	0.2384139161556098	0.4827548795174187
SLFN11_SLFN13_2	SLFN13	SLFN11	ENSG00000154760	ENSG00000172716	0.1111111111111111	0.3	0.0	0.1264496721113416	0.2384139161556098	0.4827548795174187
MYH10_MYH9_1	MYH10	MYH9	ENSG00000133026	ENSG00000100345	0.11428571428571428	0.47058823529411764	0.34210526315789475	0.2028573402256839	0.3370371421457169	0.3212816207773511
MYH10_MYH9_2	MYH9	MYH10	ENSG00000100345	ENSG00000133026	0.11428571428571428	0.47058823529411764	0.34210526315789475	0.2028573402256839	0.3370371421457169	0.3212816207773511
FZD2_FZD7_1	FZD2	FZD7	ENSG00000180340	ENSG00000155760	0.2222222222222222	0.75	0.2222222222222222	0.21257850926273236	0.42569524595789804	0.40390409380191594
FZD2_FZD7_2	FZD7	FZD2	ENSG00000155760	ENSG00000180340	0.2222222222222222	0.75	0.2222222222222222	0.21257850926273236	0.42569524595789804	0.40390409380191594
SMURF1_SMURF2_1	SMURF1	SMURF2	ENSG00000198742	ENSG00000108854	0.24	0.45454545454545453	0.3333333333333333	0.13558901439768886	0.401876434682682	0.3974663298545612
SMURF1_SMURF2_2	SMURF2	SMURF1	ENSG00000108854	ENSG00000198742	0.24	0.45454545454545453	0.3333333333333333	0.13558901439768886	0.401876434682682	0.3974663298545612
PBX2_PBX3_1	PBX2	PBX3	ENSG00000204304	ENSG00000167081	0.5	0.6	1.0	0.23846409239136815	0.3779063943357555	0.4948640148323346
PBX2_PBX3_2	PBX3	PBX2	ENSG00000167081	ENSG00000204304	0.5	0.6	1.0	0.23846409239136815	0.3779063943357555	0.4948640148323346
PRDX1_PRDX2_1	PRDX1	PRDX2	ENSG00000117450	ENSG00000167815	0.17647058823529413	0.7	0.5	0.1583817096274112	0.4678146896070554	0.4745055269225231
PRDX1_PRDX2_2	PRDX2	PRDX1	ENSG00000167815	ENSG00000117450	0.17647058823529413	0.7	0.5	0.1583817096274112	0.4678146896070554	0.4745055269225231
CTSL_CTSV_1	CTSL	CTSV	ENSG00000135047	ENSG00000136943	0.22727272727272727	0.4	0.25	0.18606742416211347	0.3075048902636008	0.3587523422759517
CTSL_CTSV_2	CTSV	CTSL	ENSG00000136943	ENSG00000135047	0.22727272727272727	0.4	0.25	0.18606742416211347	0.3075048902636008	0.3587523422759517
PABPC1_PABPC4_1	PABPC1	PABPC4	ENSG00000070756	ENSG00000090621	0.0	0.875	0.3333333333333333	0.1670223544975921	0.6116029760954728	0.35406911915441125
PABPC1_PABPC4_2	PABPC4	PABPC1	ENSG00000090621	ENSG00000070756	0.0	0.875	0.3333333333333333	0.1670223544975921	0.6116029760954728	0.35406911915441125
HLA-A_HLA-E_1	HLA-A	HLA-E	ENSG00000206503	ENSG00000204592	0.3333333333333333	0.4166666666666667	0.6666666666666666	0.15289668947964902	0.5263938703307601	0.33372453296704363
HLA-A_HLA-E_2	HLA-E	HLA-A	ENSG00000204592	ENSG00000206503	0.3333333333333333	0.4166666666666667	0.6666666666666666	0.15289668947964902	0.5263938703307601	0.33372453296704363
SLC25A12_SLC25A13_1	SLC25A12	SLC25A13	ENSG00000115840	ENSG00000004864	0.6153846153846154	1.0	0.5	0.3389901085784742	0.3325345186148892	0.5214109637621576
SLC25A12_SLC25A13_2	SLC25A13	SLC25A12	ENSG00000004864	ENSG00000115840	0.6153846153846154	1.0	0.5	0.3389901085784742	0.3325345186148892	0.5214109637621576
FBXL2_FBXL20_1	FBXL2	FBXL20	ENSG00000153558	ENSG00000108306	0.07142857142857142	0.2	0.25	0.14174152553632013	0.6574214516058059	0.40584187829062673
FBXL2_FBXL20_2	FBXL20	FBXL2	ENSG00000108306	ENSG00000153558	0.07142857142857142	0.2	0.25	0.14174152553632013	0.6574214516058059	0.40584187829062673
ZNF181_ZNF302_1	ZNF181	ZNF302	ENSG00000197841	ENSG00000089335	1.0	0.8	1.0	0.9682073684515522	0.3784584249305475	1.0
ZNF181_ZNF302_2	ZNF302	ZNF181	ENSG00000089335	ENSG00000197841	1.0	0.8	1.0	0.9682073684515522	0.3784584249305475	1.0
EZR_RDX_1	EZR	RDX	ENSG00000092820	ENSG00000137710	0.17307692307692307	0.5	0.34146341463414637	0.13040153931465892	0.5737575595832122	0.3778692589872852
EZR_RDX_2	RDX	EZR	ENSG00000137710	ENSG00000092820	0.17307692307692307	0.5	0.34146341463414637	0.13040153931465892	0.5737575595832122	0.3778692589872852
PAK1_PAK2_1	PAK1	PAK2	ENSG00000149269	ENSG00000180370	0.16666666666666666	0.5384615384615384	0.18518518518518517	0.14754571862352117	0.314580912756425	0.368230649310281
PAK1_PAK2_2	PAK2	PAK1	ENSG00000180370	ENSG00000149269	0.16666666666666666	0.5384615384615384	0.18518518518518517	0.14754571862352117	0.314580912756425	0.368230649310281
MEIS1_MEIS2_1	MEIS1	MEIS2	ENSG00000143995	ENSG00000134138	0.3333333333333333	0.6666666666666666	0.4	0.17329235718448752	0.3997623149411325	0.4497274992495832
MEIS1_MEIS2_2	MEIS2	MEIS1	ENSG00000134138	ENSG00000143995	0.3333333333333333	0.6666666666666666	0.4	0.17329235718448752	0.3997623149411325	0.4497274992495832
SEC11A_SEC11C_1	SEC11A	SEC11C	ENSG00000140612	ENSG00000166562	0.6666666666666666	1.0	1.0	0.6062060192862929	0.5468583291390475	0.43990689492658547
SEC11A_SEC11C_2	SEC11C	SEC11A	ENSG00000166562	ENSG00000140612	0.6666666666666666	1.0	1.0	0.6062060192862929	0.5468583291390475	0.43990689492658547
ATP2B1_ATP2B4_1	ATP2B1	ATP2B4	ENSG00000070961	ENSG00000058668	0.13333333333333333	0.625	0.2	0.13670108814698567	0.2582965255077226	0.37741404977934034
ATP2B1_ATP2B4_2	ATP2B4	ATP2B1	ENSG00000058668	ENSG00000070961	0.13333333333333333	0.625	0.2	0.13670108814698567	0.2582965255077226	0.37741404977934034
RRAGC_RRAGD_1	RRAGC	RRAGD	ENSG00000116954	ENSG00000025039	0.2631578947368421	0.7272727272727273	0.8181818181818182	0.2057720142012585	0.29922267764591765	0.38436775997797357
RRAGC_RRAGD_2	RRAGD	RRAGC	ENSG00000025039	ENSG00000116954	0.2631578947368421	0.7272727272727273	0.8181818181818182	0.2057720142012585	0.29922267764591765	0.38436775997797357
ALDOA_ALDOC_1	ALDOA	ALDOC	ENSG00000149925	ENSG00000109107	0.25	0.4	0.375	0.1766049455246399	0.4319822545091568	0.397514502639505
ALDOA_ALDOC_2	ALDOC	ALDOA	ENSG00000109107	ENSG00000149925	0.25	0.4	0.375	0.1766049455246399	0.4319822545091568	0.397514502639505
SMARCA2_SMARCA4_1	SMARCA2	SMARCA4	ENSG00000080503	ENSG00000127616	0.5714285714285714	0.45	0.5	0.22402326917714221	0.2768090708539683	0.3585761720338025
SMARCA2_SMARCA4_2	SMARCA4	SMARCA2	ENSG00000127616	ENSG00000080503	0.5714285714285714	0.45	0.5	0.22402326917714221	0.2768090708539683	0.3585761720338025
ATP6V1E1_ATP6V1E2_1	ATP6V1E1	ATP6V1E2	ENSG00000131100	ENSG00000250565	0.75	0.6666666666666666	0.125	0.45416747780405725	0.48572628478179314	0.2845790027783836
ATP6V1E1_ATP6V1E2_2	ATP6V1E2	ATP6V1E1	ENSG00000250565	ENSG00000131100	0.75	0.6666666666666666	0.125	0.45416747780405725	0.48572628478179314	0.2845790027783836
PBX1_PBX2_1	PBX1	PBX2	ENSG00000185630	ENSG00000204304	0.3225806451612903	0.5714285714285714	0.5	0.2088515115975616	0.3581750709582645	0.4334016627657009
PBX1_PBX2_2	PBX2	PBX1	ENSG00000204304	ENSG00000185630	0.3225806451612903	0.5714285714285714	0.5	0.2088515115975616	0.3581750709582645	0.4334016627657009
PTP4A2_PTP4A3_1	PTP4A2	PTP4A3	ENSG00000184007	ENSG00000184489	0.2	1.0	0.8333333333333334	0.2291882394117586	0.5978650361028742	0.4941805870406055
PTP4A2_PTP4A3_2	PTP4A3	PTP4A2	ENSG00000184489	ENSG00000184007	0.2	1.0	0.8333333333333334	0.2291882394117586	0.5978650361028742	0.4941805870406055
ARRB1_ARRB2_1	ARRB1	ARRB2	ENSG00000137486	ENSG00000141480	0.25	0.2857142857142857	0.42105263157894735	0.1611230015328077	0.4275513627907182	0.40385544055705735
ARRB1_ARRB2_2	ARRB2	ARRB1	ENSG00000141480	ENSG00000137486	0.25	0.2857142857142857	0.42105263157894735	0.1611230015328077	0.4275513627907182	0.40385544055705735
PAPSS1_PAPSS2_1	PAPSS1	PAPSS2	ENSG00000138801	ENSG00000198682	0.6	0.8571428571428571	1.0	0.3458897275672708	0.3845250335844834	1.0
PAPSS1_PAPSS2_2	PAPSS2	PAPSS1	ENSG00000198682	ENSG00000138801	0.6	0.8571428571428571	1.0	0.3458897275672708	0.3845250335844834	1.0
TNKS_TNKS2_1	TNKS	TNKS2	ENSG00000173273	ENSG00000107854	0.42857142857142855	0.6666666666666666	0.47368421052631576	0.17876897286963653	0.3836483772737122	0.4240039032830963
TNKS_TNKS2_2	TNKS2	TNKS	ENSG00000107854	ENSG00000173273	0.42857142857142855	0.6666666666666666	0.47368421052631576	0.17876897286963653	0.3836483772737122	0.4240039032830963
PPP2R5A_PPP2R5E_1	PPP2R5A	PPP2R5E	ENSG00000066027	ENSG00000154001	0.2	0.6	0.4	0.4167195544166854	0.4113645422270025	0.39462391225306725
PPP2R5A_PPP2R5E_2	PPP2R5E	PPP2R5A	ENSG00000154001	ENSG00000066027	0.2	0.6	0.4	0.4167195544166854	0.4113645422270025	0.39462391225306725
SLC25A14_SLC25A30_1	SLC25A14	SLC25A30	ENSG00000102078	ENSG00000174032	0.3333333333333333	0.3333333333333333	0.6	0.47180330092701483	0.41440859863100654	0.502722250375389
SLC25A14_SLC25A30_2	SLC25A30	SLC25A14	ENSG00000174032	ENSG00000102078	0.3333333333333333	0.3333333333333333	0.6	0.47180330092701483	0.41440859863100654	0.502722250375389
SFXN1_SFXN3_1	SFXN1	SFXN3	ENSG00000164466	ENSG00000107819	0.6363636363636364	0.8	0.75	0.42580065547379453	0.4996978735391253	0.5598919982499838
SFXN1_SFXN3_2	SFXN3	SFXN1	ENSG00000107819	ENSG00000164466	0.6363636363636364	0.8	0.75	0.42580065547379453	0.4996978735391253	0.5598919982499838
TLN1_TLN2_1	TLN1	TLN2	ENSG00000137076	ENSG00000171914	0.2727272727272727	0.45454545454545453	0.375	0.3602097327213919	0.43233334873410095	0.4096163694283269
TLN1_TLN2_2	TLN2	TLN1	ENSG00000171914	ENSG00000137076	0.2727272727272727	0.45454545454545453	0.375	0.3602097327213919	0.43233334873410095	0.4096163694283269
HLA-B_HLA-E_1	HLA-B	HLA-E	ENSG00000234745	ENSG00000204592	0.24324324324324326	0.3333333333333333	0.7368421052631579	0.16015189001692925	0.6027450617909851	0.3502522606441789
HLA-B_HLA-E_2	HLA-E	HLA-B	ENSG00000204592	ENSG00000234745	0.24324324324324326	0.3333333333333333	0.7368421052631579	0.16015189001692925	0.6027450617909851	0.3502522606441789
GBP1_GBP2_1	GBP1	GBP2	ENSG00000117228	ENSG00000162645	0.375	0.35294117647058826	0.4	0.16559032701285217	0.2955140391357699	0.4214962664815832
GBP1_GBP2_2	GBP2	GBP1	ENSG00000162645	ENSG00000117228	0.375	0.35294117647058826	0.4	0.16559032701285217	0.2955140391357699	0.4214962664815832
TIMM17A_TIMM17B_1	TIMM17A	TIMM17B	ENSG00000134375	ENSG00000126768	1.0	0.5	0.75	0.7023123758204488	0.5843091334894613	0.3736568232146375
TIMM17A_TIMM17B_2	TIMM17B	TIMM17A	ENSG00000126768	ENSG00000134375	1.0	0.5	0.75	0.7023123758204488	0.5843091334894613	0.3736568232146375
TMED4_TMED9_1	TMED4	TMED9	ENSG00000158604	ENSG00000184840	0.5714285714285714	0.3333333333333333	0.5	0.33598722849507395	0.5246561935843598	0.448655398857822
TMED4_TMED9_2	TMED9	TMED4	ENSG00000184840	ENSG00000158604	0.5714285714285714	0.3333333333333333	0.5	0.33598722849507395	0.5246561935843598	0.448655398857822
CUL4A_CUL4B_1	CUL4A	CUL4B	ENSG00000139842	ENSG00000158290	0.2903225806451613	0.4	0.6	0.13665352235873943	0.3735628349405847	0.3910476471095093
CUL4A_CUL4B_2	CUL4B	CUL4A	ENSG00000158290	ENSG00000139842	0.2903225806451613	0.4	0.6	0.13665352235873943	0.3735628349405847	0.3910476471095093
ARFGEF1_ARFGEF2_1	ARFGEF1	ARFGEF2	ENSG00000066777	ENSG00000124198	0.26666666666666666	0.8	0.23333333333333334	0.18469917381277232	0.5072725720800011	0.364657429045306
ARFGEF1_ARFGEF2_2	ARFGEF2	ARFGEF1	ENSG00000124198	ENSG00000066777	0.26666666666666666	0.8	0.23333333333333334	0.18469917381277232	0.5072725720800011	0.364657429045306
FAM50A_FAM50B_1	FAM50A	FAM50B	ENSG00000071859	ENSG00000145945	0.2	0.5	0.5	0.27615328740290723	0.7035300606729178	0.5583616321836586
FAM50A_FAM50B_2	FAM50B	FAM50A	ENSG00000145945	ENSG00000071859	0.2	0.5	0.5	0.27615328740290723	0.7035300606729178	0.5583616321836586
MICA_MICB_1	MICA	MICB	ENSG00000204520	ENSG00000204516	0.38095238095238093	0.5	0.6666666666666666	0.1913872341728392	0.553747000511133	0.6009935541114909
MICA_MICB_2	MICB	MICA	ENSG00000204516	ENSG00000204520	0.38095238095238093	0.5	0.6666666666666666	0.1913872341728392	0.553747000511133	0.6009935541114909
ZNF747_ZNF764_1	ZNF747	ZNF764	ENSG00000169955	ENSG00000169951	0.3333333333333333	0.3333333333333333	0.0	0.6532932726145327	0.36663716151930786	0.0
ZNF747_ZNF764_2	ZNF764	ZNF747	ENSG00000169951	ENSG00000169955	0.3333333333333333	0.3333333333333333	0.0	0.6532932726145327	0.36663716151930786	0.0
PTBP1_PTBP3_1	PTBP1	PTBP3	ENSG00000011304	ENSG00000119314	0.35714285714285715	0.5	0.2	0.22117587633036367	0.7472527116055391	0.4880402387389912
PTBP1_PTBP3_2	PTBP3	PTBP1	ENSG00000119314	ENSG00000011304	0.35714285714285715	0.5	0.2	0.22117587633036367	0.7472527116055391	0.4880402387389912
GNG2_GNG4_1	GNG2	GNG4	ENSG00000186469	ENSG00000168243	0.25	1.0	0.8	0.36013105309721327	0.9072700296735905	0.39828830669670234
GNG2_GNG4_2	GNG4	GNG2	ENSG00000168243	ENSG00000186469	0.25	1.0	0.8	0.36013105309721327	0.9072700296735905	0.39828830669670234
LDHA_LDHB_1	LDHA	LDHB	ENSG00000134333	ENSG00000111716	0.5	0.6	0.6666666666666666	0.4926947504534628	0.4244375177601136	0.38798463766797703
LDHA_LDHB_2	LDHB	LDHA	ENSG00000111716	ENSG00000134333	0.5	0.6	0.6666666666666666	0.4926947504534628	0.4244375177601136	0.38798463766797703
ADSS1_ADSS2_1	ADSS1	ADSS2	ENSG00000185100	ENSG00000035687	0.5384615384615384	0.7272727272727273	0.4	0.2568983483155429	0.33137793551244865	0.5110696105262612
ADSS1_ADSS2_2	ADSS2	ADSS1	ENSG00000035687	ENSG00000185100	0.5384615384615384	0.7272727272727273	0.4	0.2568983483155429	0.33137793551244865	0.5110696105262612
ABHD17A_ABHD17B_1	ABHD17A	ABHD17B	ENSG00000129968	ENSG00000107362	0.4444444444444444	0.6666666666666666	0.7333333333333333	0.27618947021854134	0.5707951506695839	0.3727879150515176
ABHD17A_ABHD17B_2	ABHD17B	ABHD17A	ENSG00000107362	ENSG00000129968	0.4444444444444444	0.6666666666666666	0.7333333333333333	0.27618947021854134	0.5707951506695839	0.3727879150515176
KDELR2_KDELR3_1	KDELR2	KDELR3	ENSG00000136240	ENSG00000100196	0.8333333333333334	0.6666666666666666	1.0	0.5187199656640661	0.746438941133135	0.45670875517053205
KDELR2_KDELR3_2	KDELR3	KDELR2	ENSG00000100196	ENSG00000136240	0.8333333333333334	0.6666666666666666	1.0	0.5187199656640661	0.746438941133135	0.45670875517053205
ATP2A2_ATP2A3_1	ATP2A2	ATP2A3	ENSG00000174437	ENSG00000074370	0.19444444444444445	0.5	0.46153846153846156	0.15266339961057224	0.25125526798057995	0.4280010766743196
ATP2A2_ATP2A3_2	ATP2A3	ATP2A2	ENSG00000074370	ENSG00000174437	0.19444444444444445	0.5	0.46153846153846156	0.15266339961057224	0.25125526798057995	0.4280010766743196
YWHAH_YWHAZ_1	YWHAH	YWHAZ	ENSG00000128245	ENSG00000164924	0.058823529411764705	0.21052631578947367	0.25	0.155592916913204	0.4240595226949616	0.37964499865557494
YWHAH_YWHAZ_2	YWHAZ	YWHAH	ENSG00000164924	ENSG00000128245	0.058823529411764705	0.21052631578947367	0.25	0.155592916913204	0.4240595226949616	0.37964499865557494
ZNF44_ZNF823_1	ZNF44	ZNF823	ENSG00000197857	ENSG00000197933	1.0	0.8	1.0	0.9682073684515522	0.39011712420477435	1.0
